GA,50th,5th,95th,SD
21.285714285714285,6.8935564701097904,4.665093366841608,9.122019573377973,1.3548093682951934
21.322931577440595,6.905499849544857,4.677036746276675,9.13396295281304,1.3548093682951934
21.360148869166903,6.917415008476522,4.68895190520834,9.145878111744704,1.3548093682951934
21.397366160893213,6.929301946904791,4.700838843636609,9.157765050172973,1.3548093682951934
21.434583452619524,6.941160664829657,4.712697561561475,9.16962376809784,1.3548093682951934
21.471800744345835,6.952991162251126,4.724528058982944,9.181454265519308,1.3548093682951934
21.509018036072142,6.964793439169193,4.736330335901011,9.193256542437375,1.3548093682951934
21.546235327798453,6.976567495583862,4.74810439231568,9.205030598852044,1.3548093682951934
21.583452619524763,6.9883133314951325,4.75985022822695,9.216776434763315,1.3548093682951934
21.620669911251074,7.000030946903002,4.77156784363482,9.228494050171184,1.3548093682951934
21.65788720297738,7.011720341807471,4.783257238539289,9.240183445075653,1.3548093682951934
21.695104494703692,7.023381516208542,4.79491841294036,9.251844619476724,1.3548093682951934
21.732321786430003,7.035014470106215,4.806551366838033,9.263477573374397,1.3548093682951934
21.76953907815631,7.046619203500485,4.818156100232303,9.275082306768667,1.3548093682951934
21.80675636988262,7.058195716391357,4.829732613123175,9.28665881965954,1.3548093682951934
21.84397366160893,7.069744008778831,4.841280905510649,9.298207112047013,1.3548093682951934
21.881190953335242,7.081264080662904,4.852800977394722,9.309727183931086,1.3548093682951934
21.91840824506155,7.092755932043576,4.864292828775394,9.321219035311758,1.3548093682951934
21.95562553678786,7.104219562920851,4.875756459652669,9.332682666189033,1.3548093682951934
21.99284282851417,7.115654973294727,4.887191870026545,9.344118076562909,1.3548093682951934
22.030060120240478,7.1270621631652,4.898599059897018,9.355525266433382,1.3548093682951934
22.06727741196679,7.138441132532276,4.909978029264094,9.366904235800458,1.3548093682951934
22.1044947036931,7.149791881395951,4.921328778127769,9.378254984664133,1.3548093682951934
22.14171199541941,7.161114409756226,4.932651306488044,9.389577513024408,1.3548093682951934
22.178929287145717,7.172408717613105,4.943945614344923,9.400871820881287,1.3548093682951934
22.216146578872028,7.1836748049665795,4.955211701698397,9.412137908234762,1.3548093682951934
22.25336387059834,7.194912671816659,4.966449568548477,9.42337577508484,1.3548093682951934
22.29058116232465,7.206122318163337,4.977659214895155,9.43458542143152,1.3548093682951934
22.327798454050956,7.217303744006615,4.988840640738433,9.445766847274797,1.3548093682951934
22.365015745777267,7.228456949346495,4.999993846078313,9.456920052614677,1.3548093682951934
22.402233037503578,7.239581934182975,5.011118830914793,9.468045037451157,1.3548093682951934
22.439450329229885,7.250678698516054,5.0222155952478715,9.479141801784236,1.3548093682951934
22.476667620956196,7.261747242345735,5.033284139077553,9.490210345613917,1.3548093682951934
22.513884912682506,7.272787565672016,5.044324462403834,9.501250668940198,1.3548093682951934
22.551102204408817,7.2837996684949,5.0553365652267175,9.512262771763082,1.3548093682951934
22.588319496135124,7.294783550814379,5.066320447546197,9.52324665408256,1.3548093682951934
22.625536787861435,7.3057392126304626,5.0772761093622805,9.534202315898645,1.3548093682951934
22.662754079587746,7.3166666539431455,5.088203550674963,9.545129757211328,1.3548093682951934
22.699971371314057,7.327565874752428,5.099102771484246,9.55602897802061,1.3548093682951934
22.737188663040364,7.338436875058313,5.109973771790131,9.566899978326495,1.3548093682951934
22.774405954766674,7.349279654860795,5.120816551592613,9.577742758128977,1.3548093682951934
22.811623246492985,7.36009421415988,5.131631110891698,9.588557317428062,1.3548093682951934
22.848840538219292,7.3708805529555645,5.1424174496873825,9.599343656223747,1.3548093682951934
22.886057829945603,7.381638671247852,5.15317556797967,9.610101774516034,1.3548093682951934
22.923275121671914,7.392368569036738,5.163905465768556,9.62083167230492,1.3548093682951934
22.960492413398224,7.403070246322225,5.174607143054043,9.631533349590407,1.3548093682951934
22.99770970512453,7.413743703104312,5.18528059983613,9.642206806372494,1.3548093682951934
23.034926996850842,7.424388939383001,5.195925836114819,9.652852042651183,1.3548093682951934
23.072144288577153,7.43500595515829,5.206542851890108,9.663469058426472,1.3548093682951934
23.109361580303464,7.445594750430179,5.217131647161997,9.674057853698361,1.3548093682951934
23.14657887202977,7.456155325198666,5.227692221930484,9.684618428466848,1.3548093682951934
23.18379616375608,7.466687679463756,5.238224576195574,9.695150782731938,1.3548093682951934
23.221013455482392,7.477191813225448,5.248728709957266,9.70565491649363,1.3548093682951934
23.2582307472087,7.487667726483736,5.259204623215554,9.716130829751918,1.3548093682951934
23.29544803893501,7.498115419238629,5.269652315970447,9.726578522506811,1.3548093682951934
23.33266533066132,7.508534891490121,5.280071788221939,9.736997994758303,1.3548093682951934
23.36988262238763,7.518926143238214,5.290463039970032,9.747389246506396,1.3548093682951934
23.40709991411394,7.529289174482904,5.300826071214722,9.757752277751086,1.3548093682951934
23.44431720584025,7.539623985224199,5.311160881956017,9.768087088492381,1.3548093682951934
23.48153449756656,7.549930575462093,5.321467472193911,9.778393678730275,1.3548093682951934
23.51875178929287,7.560208945196584,5.331745841928402,9.788672048464766,1.3548093682951934
23.555969081019178,7.57045909442768,5.341995991159498,9.798922197695862,1.3548093682951934
23.59318637274549,7.580681023155376,5.3522179198871935,9.809144126423558,1.3548093682951934
23.6304036644718,7.590874731379668,5.362411628111486,9.81933783464785,1.3548093682951934
23.667620956198107,7.6010402191005655,5.372577115832383,9.829503322368748,1.3548093682951934
23.704838247924418,7.61117748631806,5.382714383049878,9.839640589586242,1.3548093682951934
23.74205553965073,7.6212865330321575,5.392823429763975,9.84974963630034,1.3548093682951934
23.779272831377035,7.631367359242854,5.402904255974672,9.859830462511036,1.3548093682951934
23.816490123103346,7.641419964950152,5.41295686168197,9.869883068218334,1.3548093682951934
23.853707414829657,7.65144435015405,5.422981246885868,9.879907453422232,1.3548093682951934
23.890924706555968,7.66144051485455,5.432977411586368,9.889903618122732,1.3548093682951934
23.92814199828228,7.6714084590516505,5.442945355783468,9.899871562319833,1.3548093682951934
23.965359290008585,7.6813481827453485,5.452885079477166,9.90981128601353,1.3548093682951934
24.002576581734896,7.691259685935649,5.462796582667467,9.919722789203831,1.3548093682951934
24.039793873461207,7.701142968622551,5.472679865354369,9.929606071890733,1.3548093682951934
24.077011165187514,7.71099803080605,5.482534927537868,9.939461134074232,1.3548093682951934
24.114228456913825,7.720824872486152,5.49236176921797,9.949287975754334,1.3548093682951934
24.151445748640135,7.7306234936628515,5.502160390394669,9.959086596931034,1.3548093682951934
24.188663040366443,7.740393894336155,5.511930791067973,9.968856997604338,1.3548093682951934
24.225880332092753,7.75013607450606,5.521672971237878,9.978599177774242,1.3548093682951934
24.263097623819064,7.759850034172561,5.531386930904379,9.988313137440743,1.3548093682951934
24.300314915545375,7.769535773335666,5.541072670067484,9.997998876603848,1.3548093682951934
24.337532207271682,7.779193291995369,5.5507301887271865,10.00765639526355,1.3548093682951934
24.374749498997993,7.788822590151674,5.560359486883492,10.017285693419856,1.3548093682951934
24.411966790724303,7.79842366780458,5.569960564536398,10.026886771072762,1.3548093682951934
24.449184082450614,7.8079965249540875,5.579533421685905,10.03645962822227,1.3548093682951934
24.48640137417692,7.817541161600192,5.58907805833201,10.046004264868374,1.3548093682951934
24.523618665903232,7.8270575777429,5.598594474474718,10.055520681011082,1.3548093682951934
24.560835957629543,7.836545773382206,5.608082670114024,10.065008876650388,1.3548093682951934
24.59805324935585,7.846005748518114,5.617542645249932,10.074468851786296,1.3548093682951934
24.63527054108216,7.855437503150623,5.626974399882441,10.083900606418805,1.3548093682951934
24.67248783280847,7.864841037279732,5.63637793401155,10.093304140547914,1.3548093682951934
24.709705124534782,7.874216350905441,5.645753247637259,10.102679454173623,1.3548093682951934
24.74692241626109,7.883563444027749,5.655100340759567,10.112026547295931,1.3548093682951934
24.7841397079874,7.89288231664666,5.664419213378478,10.121345419914842,1.3548093682951934
24.82135699971371,7.902172968762172,5.67370986549399,10.130636072030354,1.3548093682951934
