GA,50th,5th,95th,SD
21.285714285714285,53.097933341056645,47.616061205288624,58.57980547682467,3.3327416166069295
21.322931577440595,53.27248829468574,47.79061615891772,58.754360430453765,3.3327416166069295
21.360148869166903,53.44675184706442,47.9648797112964,58.92862398283244,3.3327416166069295
21.397366160893213,53.62072399819267,48.13885186242465,59.102596133960695,3.3327416166069295
21.434583452619524,53.79440474807045,48.31253261230243,59.27627688383847,3.3327416166069295
21.471800744345835,53.96779409669777,48.48592196092975,59.449666232465795,3.3327416166069295
21.509018036072142,54.14089204407465,48.659019908306625,59.62276417984267,3.3327416166069295
21.546235327798453,54.31369859020107,48.83182645443305,59.79557072596909,3.3327416166069295
21.583452619524763,54.48621373507707,49.00434159930905,59.968085870845094,3.3327416166069295
21.620669911251074,54.65843747870262,49.1765653429346,60.140309614470645,3.3327416166069295
21.65788720297738,54.83036982107775,49.34849768530973,60.312241956845774,3.3327416166069295
21.695104494703692,55.0020107622024,49.52013862643438,60.483882897970425,3.3327416166069295
21.732321786430003,55.17336030207663,49.69148816630861,60.65523243784465,3.3327416166069295
21.76953907815631,55.34441844070038,49.86254630493236,60.8262905764684,3.3327416166069295
21.80675636988262,55.515185178073736,50.033313042305714,60.99705731384176,3.3327416166069295
21.84397366160893,55.68566051419661,50.20378837842859,61.167532649964635,3.3327416166069295
21.881190953335242,55.85584444906904,50.37397231330102,61.33771658483706,3.3327416166069295
21.91840824506155,56.025736982691015,50.54386484692299,61.50760911845904,3.3327416166069295
21.95562553678786,56.19533811506257,50.71346597929455,61.67721025083059,3.3327416166069295
21.99284282851417,56.3646478461837,50.88277571041568,61.84651998195172,3.3327416166069295
22.030060120240478,56.53366617605435,51.05179404028633,62.015538311822375,3.3327416166069295
22.06727741196679,56.702393104674584,51.22052096890656,62.184265240442606,3.3327416166069295
22.1044947036931,56.870828632044336,51.388956496276315,62.35270076781236,3.3327416166069295
22.14171199541941,57.038972758163666,51.557100622395645,62.52084489393169,3.3327416166069295
22.178929287145717,57.20682548303252,51.724953347264496,62.68869761880054,3.3327416166069295
22.216146578872028,57.374386806650975,51.89251467088295,62.856258942419,3.3327416166069295
22.25336387059834,57.54165672901895,52.05978459325093,63.023528864786975,3.3327416166069295
22.29058116232465,57.70863525013651,52.22676311436849,63.19050738590453,3.3327416166069295
22.327798454050956,57.875322370003616,52.393450234235594,63.35719450577164,3.3327416166069295
22.365015745777267,58.04171808862027,52.55984595285225,63.52359022438829,3.3327416166069295
22.402233037503578,58.207822405986505,52.72595027021848,63.68969454175453,3.3327416166069295
22.439450329229885,58.37363532210223,52.89176318633421,63.85550745787025,3.3327416166069295
22.476667620956196,58.539156836967564,53.05728470119954,64.02102897273558,3.3327416166069295
22.513884912682506,58.704386950582446,53.222514814814424,64.18625908635046,3.3327416166069295
22.551102204408817,58.86932566294688,53.387453527178856,64.35119779871489,3.3327416166069295
22.588319496135124,59.03397297406086,53.55210083829284,64.51584510982887,3.3327416166069295
22.625536787861435,59.19832888392442,53.716456748156396,64.68020101969243,3.3327416166069295
22.662754079587746,59.3623933925375,53.88052125676948,64.84426552830551,3.3327416166069295
22.699971371314057,59.52616649990016,54.044294364132135,65.00803863566817,3.3327416166069295
22.737188663040364,59.689648206012365,54.20777607024434,65.17152034178038,3.3327416166069295
22.774405954766674,59.85283851087412,54.3709663751061,65.33471064664214,3.3327416166069295
